A,B,C,D,E,F,G 
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
most book,0.5454,0.36,0.36,0.33480000000000004,0.324,Happiness
enjoy,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998,Happiness
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998,Happiness
world,0.5860000000000001,0.32,0.366,0.352,0.308,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
car,0.718,0.32599999999999996,0.29,0.384,0.256,Happiness
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
very,0,0,0,0,0,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
learn quick,0.606,0.30300000000000005,0.28300000000000003,0.307,0.225,Happiness
enjoy,0,0,0,0,0,Happiness
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
most,0,0,0,0,0,Happiness
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999,Happiness
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999,Happiness
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999,Happiness
cancer,0.20800000000000002,0.592,0.806,0.756,0.42000000000000004,Sadness
most,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
mighty,0.584,0.288,0.24,0.33599999999999997,0.23399999999999999,Happiness
most,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
like more,0,0,0,0,0,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
little most not building,0.666,0.752,0.762,0.72,0.75,Sadness
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
part not,0.316,0.256,0.298,0.274,0.252,Happiness
part not,0.316,0.256,0.298,0.274,0.252,Happiness
paper,0.322,0.354,0.302,0.302,0.316,Anger
learn quick,0.606,0.30300000000000005,0.28300000000000003,0.307,0.225,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
very,0,0,0,0,0,Happiness
car,0.718,0.32599999999999996,0.29,0.384,0.256,Happiness
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998,Happiness
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998,Happiness
machine machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
context,0.27799999999999997,0.252,0.24,0.244,0.22599999999999998,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
car,0.718,0.32599999999999996,0.29,0.384,0.256,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
car,0.718,0.32599999999999996,0.29,0.384,0.256,Happiness
part not,0.316,0.256,0.298,0.274,0.252,Happiness
part not,0.316,0.256,0.298,0.274,0.252,Happiness
very,0,0,0,0,0,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
music,0.852,0.32599999999999996,0.358,0.264,0.244,Happiness
most,0,0,0,0,0,Happiness
learn quick,0.606,0.30300000000000005,0.28300000000000003,0.307,0.225,Happiness
learn quick,0.606,0.30300000000000005,0.28300000000000003,0.307,0.225,Happiness
paper,0.322,0.354,0.302,0.302,0.316,Anger
part,0.316,0.256,0.298,0.274,0.252,Happiness
more,0,0,0,0,0,Happiness
more,0,0,0,0,0,Happiness
death machine destroy privacy,0.366,0.49949999999999994,0.5205,0.527,0.3555,Fear
death machine destroy privacy,0.366,0.49949999999999994,0.5205,0.527,0.3555,Fear
part not,0.316,0.256,0.298,0.274,0.252,Happiness
part not,0.316,0.256,0.298,0.274,0.252,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
family,0.922,0.294,0.3,0.248,0.21800000000000003,Happiness
little most not building,0.666,0.752,0.762,0.72,0.75,Sadness
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
machine,0.37,0.33799999999999997,0.27599999999999997,0.364,0.27799999999999997,Happiness
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379,Fear
more,0,0,0,0,0,Happiness
like more,0,0,0,0,0,Happiness
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
time,0.414,0.356,0.39,0.43200000000000005,0.264,Fear
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379,Fear
cut time,0.31799999999999995,0.45899999999999996,0.45,0.521,0.379,Fear
python,0.262,0.33599999999999997,0.304,0.71,0.47800000000000004,Fear
